panel_year,eis_number,lead_agency,naics_code,cost_m_usd_nominal,funding_source,funding_source_basis,title
2021,20210028,BOEM,2211,3000,private,agency default (BOEM),Vineyard Wind 1 Offshore Wind Energy Project
2021,20210030,USAF,481,1000,gov_federal,agency default (USAF),"B-21 Main Operating Base 1 (MOB 1) Beddown at Dyess AFB, Texas or Ellsworth AFB, South Dakota"
2021,20210031,FAA,481,2400,gov_state_local,agency default (FAA),LaGuardia Access Improvement Program
2021,20210036,BR,2213,50,gov_federal,agency default (BR),Leavenworth National Fish Hatchery Surface Water Intake Fish Screens and Fish Passage Project
2021,20210039,USFS,212,30,private,agency default (USFS),Pinto Valley Mine
2021,20210040,FTA,485,1700,gov_state_local,agency default (FTA),"Dallas CBD Second Light Rail Alignment (D2 Subway), Contact: Terence Plaskon 817-978-0573. Under 23 U.S.C. 139(n)(2), FTA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action. Dated: April 5, 2021. Cindy S. Barger, Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2021-07298 Filed 4-8-21; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
2021,20210043,FRA,482,950,gov_state_local,agency default (FRA),"Oregon Passenger Rail Tier 1 Final Environmental Impact Statement/Combined Record of Decision for the Oregon Portion of the Pacific Northwest Rail Corridor (Portland to Eugene), Contact: Lydia Kachadoorian 781-227-0778. Under 23 U.S.C. 139(n)(2), FRA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action"
2021,20210046,USACE,2213,100,mixed,USACE civil works (mixed with sponsor share),Phase 3 Reclamation District 17 Levee Seepage Repair Project
2021,20210055,FAA,481,1200,gov_state_local,agency default (FAA),"Bob Hope ``Hollywood-Burbank'' Airport Replacement Passenger Terminal, Contact: Edvige B. Mbakoup 424- 405-7283. Under 49 U.S.C. 304a(b), FAA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2021,20210062,TREAS,999,1400,gov_federal,agency default (TREAS),Construction and Operation of a Currency Production Facility within the National Capital Region
2021,20210065,BIA,2211,400,tribal,agency default (BIA),Southern Bighorn Solar Projects
2021,20210067,FRA,482,12300,gov_state_local,agency default (FRA),"Hudson Tunnel Project--Combined Final Environmental Impact Statement/Record of Decision and Final Section 4(f) Evaluation, Contact: Amishi Castelli 617-431-0416. Under 23 U.S.C. 139(n)(2), FRA is issuing a single document that consists of a final environmental impact statement and record of decision. Therefore, the review period does not apply."
2021,20210070,USACE,2213,128,mixed,USACE civil works (mixed with sponsor share),"Lower Cache Creek, Yolo County, Woodland and Vicinity, CA, Flood Risk Management Feasibility Study"
2021,20210079,CHSRA,482,19700,gov_state_local,agency default (CHSRA),Bakersfield to Palmdale Project Section: Final Environmental Impact Report/Environmental Impact Statement
2021,20210082,FAA,481,10,gov_state_local,agency default (FAA),Spaceport Camden
2021,20210089,FRA,482,7000,gov_state_local,agency default (FRA),"Atlanta to Charlotte Rail Corridor Investment Plan, Contact: John Winkle 202-493-6067. Under 23 U.S.C. 139(n)(2), FRA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2021,20210110,BLM,212,200,private,agency default (BLM),Robinson Mine Plan of Operations Amendment
2021,20210113,USACE,485,3600,gov_state_local,title hint: transit (state/local pays),"Adoption--Westside Subway Extension Transit Corridor Project Extension of the Existing Metro Purple Line and Metro Red Line Heavy Rail Subway Los Angeles County Metropolitan Transportation Authority Los Angeles County CA, Review Period Ends: 09/ 13/2021, Contact: Kathlyn Osagie 213-330-6030. The U.S. Army Corps of Engineers (USACE) has adopted the Federal Transit Administration's Final"
2021,20210120,BLM,212,50,private,agency default (BLM),Relief Canyon Mine Project
2021,20210121,BOEM,2211,2000,private,agency default (BOEM),South Fork Wind Farm and South Fork Export Cable Project
2021,20210143,FHWA,237310,1200,gov_state_local,agency default (FHWA),"I-69 Ohio River Crossing Project, Contact: Michelle Allen 317-226-7344. Under 23 U.S.C. 139(n)(2), FHWA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2021,20210145,USACE,2213,42,gov_federal,agency default (USACE),Fort Peck Dam Test Release
2021,20210146,FERC,2211,200,private,agency default (FERC),East Lateral Xpress Project
2021,20210147,FHWA,237310,745,gov_state_local,agency default (FHWA),Route 220 Martinsville Southern Connector Study
2021,20210148,FERC,2211,200,private,agency default (FERC),East 300 Upgrade Project
2021,20210150,USACE,488,170,gov_federal,agency default (USACE),Port of Long Beach Deep Draft Navigation Feasibility Study
2021,20210151,FERC,2211,200,private,agency default (FERC),Marcus Hook Electric Compression Project
2021,20210154,FERC,486,670,private,agency default (FERC),Evangeline Pass Expansion Project
2021,20210157,FERC,2211,127,private,agency default (FERC),North Baja Xpress Project
2021,20210165,CHSRA,482,5000,gov_state_local,agency default (CHSRA),Burbank to Los Angeles Project Section Final Environmental Impact Report/Environmental Impact Statement
2021,20210167,FERC,2211,81,private,agency default (FERC),Alberta Xpress and Lease Capacity Abandonment Projects
2021,20210174,FERC,2211,272,private,agency default (FERC),Enhancement by Compression Project
2021,20210181,FRA,482,2000,gov_state_local,agency default (FRA),"Western Rail Yard Infrastructure Project, Contact: Marlys Osterhues 617-494-2147. Under 23 U.S.C. 139(n)(2), FRA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action. Dated: November 29, 2021. Cindy S. Barger, Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2021-26285 Filed 12-2-21; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
2021,20210026,GSA,236,300,gov_federal,title hint: GSA LPOE,Chet Holifield Federal Building Tenant Relocation
2021,20210175,WAPA,2211,500,mixed,agency default (WAPA),Rail Tie Wind Project
2021,20210123,USACE,2213,2600,gov_federal,agency default (USACE),Florida Keys Coastal Storm Risk Management Study Final Integrated Feasibility Report and Environmental Impact Statement
2022,20220001,USPS,2211,6000,private,title hint: private extractive/energy,Next Generation Delivery Vehicle Acquisitions
2022,20220009,FTA,485,2750,gov_state_local,agency default (FTA),Southwest Corridor Light Rail Project Final Environmental Impact Statement
2022,20220018,CHSRA,482,3500,gov_state_local,agency default (CHSRA),California High-Speed Rail: San Jose to Merced Project Section Final Environmental Impact Report/ Environmental Impact Statement
2022,20220019,DOD,9281,300,gov_federal,agency default (DOD),Construction and Demonstration of a Prototype Mobile Microreactor
2022,20220023,USAF,9281,72,gov_federal,agency default (USAF),"T-7A Recapitalization at Joint Base San Antonio, Texas"
2022,20220026,FERC,2211,200,private,agency default (FERC),Delta Lateral Project
2022,20220030,BR,2213,89,gov_federal,agency default (BR),Adoption--Leavitt Reservoir Expansion Project
2022,20220036,FERC,486,200,private,agency default (FERC),Clear Creek Expansion Project
2022,20220038,FERC,2211,80,private,agency default (FERC),Wisconsin Access Project
2022,20220049,FHWA,237310,2250,gov_state_local,agency default (FHWA),Interstate 81 Viaduct Project
2022,20220050,FERC,2211,400,private,agency default (FERC),Hackberry Storage Project
2022,20220053,MARAD,488,1567,gov_state_local,agency default (MARAD),"Port of Long Beach Pier B On-Dock Rail Support Project, Contact: Alan J. Finio 202-366-8024. Under 49 U.S.C. 304a(b), MARAD has issued a single document that consists of a final environmental impact statement (FEIS) and record of decision (ROD). Therefore, the 30-day wait/review period under NEPA does not apply to this action. Amended Notice"
2022,20220057,FHWA,237310,7150,gov_state_local,agency default (FHWA),"Chesapeake Bay Crossing Study Tier 1 NEPA, Contact: Jeanette Mar 410-779-7152. Pursuant to 23 U.S.C. 139(n)(2), FHWA has issued a single FEIS and ROD. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2022,20220068,TVA,2211,200,private,title hint: private extractive/energy,North Alabama Utility-Scale Solar Project
2022,20220070,DOE,9281,4500,gov_federal,override: VTR Idaho National Lab <e2><80><94> DOE federal nuclear R&D,Versatile Test Reactor Environmental Impact Statement
2022,20220074,CHSRA,482,3500,gov_state_local,agency default (CHSRA),"California High-Speed Rail Authority San Francisco to San Jose Project Section Final Environmental Impact Report/Environmental Impact Statement, Review Period Ends: 07/ 11/2022, Contact: Scott Rothenberg 916-403-6936."
2022,20220078,FRA,482,1000,gov_state_local,agency default (FRA),"Coachella Valley-San Gorgonio Pass [[Page 36495]] Rail Corridor Service Program Combined Final Tier 1 Program EIS/EIR and Record of Decision, Review Period, Contact: Amanda Ciampolillo 617-866- 9398. Under 23 U.S.C. 139(n)(2), FRA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2022,20220081,FHWA,237310,3700,gov_state_local,agency default (FHWA),I-495 & I-270 Managed Lanes Study Final Environmental Impact Statement and Final Section 4(f) Evaluation
2022,20220087,FERC,2211,75,private,agency default (FERC),MP66-69 Compression Relocation and Modification Amendment MP33 Compression Station Modification Amendment Project
2022,20220108,TVA,2211,0,gov_federal,agency default (TVA),Clinch River Nuclear Site Advanced Nuclear Reactor Technology Park
2022,20220109,FERC,486,950,private,agency default (FERC),Regional Energy Access Expansion Project
2022,20220113,FTA,485,5750,gov_state_local,agency default (FTA),"Chicago Transit Authority Red Line Extension Project, Contact: Elizabeth Breiseth 312-353-4315. Under 49 U.S.C. 304a(b), FTA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2022,20220124,FERC,486,200,private,agency default (FERC),Texas Gas Henderson County Expansion Project
2022,20220126,FERC,2211,450,private,agency default (FERC),Lower Klamath Project
2022,20220127,UDOT,237310,729,gov_state_local,agency default (UDOT),Little Cottonwood Canyon Environmental Impact Statement; SR-210: Wasatch Boulevard to Alta
2022,20220134,FERC,2211,11000,private,agency default (FERC),Commonwealth LNG Project
2022,20220135,FERC,2211,1500,private,agency default (FERC),Line 200 and Line 300 Project
2022,20220145,FHWA,237310,1500,gov_state_local,agency default (FHWA),"I-526 Lowcountry Corridor West, Contact: Jeffrey (Shane) Belcher 803-253-3187. Under 23 U.S.C. 139(n)(2), FHWA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2022,20220149,FERC,486,287,private,agency default (FERC),Spire STL Pipeline Project
2022,20220152,USCG,237310,300,gov_state_local,title hint: highway (state DOT pays),"BNSF Railway Bridge 196.6 Project Morton and Burleigh Counties, North Dakota, Review Period Ends: 11/28/ 2022, Contact: Rob McCaskey 314-269-2381. [[Page 65203]]"
2022,20220155,BOEM,211,50,private,agency default (BOEM),"Outer Continental Shelf (OCS) Alaska Region, Cook Inlet Planning Area, Oil and Gas Lease Sale 258"
2022,20220176,FERC,2211,75,private,agency default (FERC),GTN XPress Project
2022,20220177,DOE,9281,0,private,agency default (DOE),"ADOPTION--Commonwealth LNG Project, Contact: Amy Sweeney 202-586-2627. The Department of Energy (DOE) has adopted the Federal Energy Regulatory Commission's Final"
2022,20220181,TVA,2211,2100,gov_federal,agency default (TVA),Cumberland Fossil Plant Retirement
2022,20220186,TVA,2211,100,private,title hint: private extractive/energy,Moore County Solar
2022,20220189,USACE,2213,90,mixed,USACE civil works (mixed with sponsor share),Thousand Palms Flood Control Project
2022,20220190,FERC,2211,500,private,agency default (FERC),"Virginia Electrification Project, [[Page 78961]]"
2022,20220146,USN,488,3600,gov_federal,agency default (USN),"Pearl Harbor Naval Shipyard and Intermediate Maintenance Facility Dry Dock and Waterfront Production Facility at Joint Base Pearl Harbor-Hickam, Oahu, Hawaii"
2022,20220089,USACE,2213,1300,gov_federal,agency default (USACE),Charleston Peninsula Coastal Storm Risk Management
2022,20220193,FEMA,999,0,unknown,agency default (FEMA),ADOPTION--Rebuild by Design--Hudson River (RBD-HR)
2023,20230030,BLM,2211,11000,private,agency default (BLM),SunZia Southwest Transmission Project Right-of-Way Amendment
2023,20230070,BOEM,2211,2800,private,agency default (BOEM),Ocean Wind 1 Offshore Wind Farm
2023,20230087,BOEM,2211,5000,private,agency default (BOEM),Revolution Wind Farm and Revolution Wind Export Cable Final Environmental Impact Statement
2023,20230092,FERC,2211,28000,private,agency default (FERC),CP2 LNG and CP Express Project
2023,20230120,BOEM,2211,5000,private,agency default (BOEM),Empire Offshore Wind
2023,20230128,BOEM,2211,11500,private,agency default (BOEM),Coastal Virginia Offshore Wind Commercial
2023,20230150,BR,2213,6600,gov_state_local,override: Sites Reservoir <e2><80><94> Sites JPA state-led,Sites Reservoir Project Final Environmental Impact Report/Environmental Impact Statement
2023,20230027,FRA,482,16000,gov_state_local,agency default (FRA),High Speed Rail Empire Corridor Tier 1
2023,20230083,FERC,2211,225,private,agency default (FERC),Cumberland Project
2023,20230033,FHWA,237310,2000,gov_state_local,agency default (FHWA),"Lafayette Regional Xpressway Tier 1, Contact: Larry Breland 225-757-7607. Pursuant to 23 U.S.C. 139(n)(2), FHWA has issued a single FEIS and ROD. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2023,20230008,FERC,2211,1300,private,agency default (FERC),Three Rivers Interconnection Project
2023,20230011,FERC,486,200,private,agency default (FERC),Valley Connector Expansion Project
2023,20230013,USAF,236,1200,gov_federal,agency default (USAF),"Beddown of a Foreign Military Sales Pilot Training Center at Ebbing Air National Guard Base, Arkansas or Selfridge Air National Guard Base, Michigan, Review Period Ends: 03/06/ 2023, Contact: David Martin 210-925-4266."
2023,20230023,DOD,9281,200,gov_federal,agency default (DOD),"Heat and Electrical Upgrades at Fort Wainwright, Alaska"
2023,20230034,FERC,2211,500,private,agency default (FERC),Venice Extension Project
2023,20230036,FERC,2211,1500,private,agency default (FERC),Southside Reliability Enhancement Project
2023,20230040,FERC,486,120,private,agency default (FERC),Northern Lights 2023 Expansion Project
2023,20230043,USAF,9281,1600,gov_federal,override: Sentinel USAF activity EIS <e2><80><94> federal MILCON,"Sentinel (GSBD) Deployment and Minuteman III Decommissioning and Disposal, Review Period Ends: 05/01/ 2023, Contact: Lt Col Alysia Harvey 307-773-3400. Dated: March 27, 2023. Cindy S. Barger, Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2023-06683 Filed 3-30-23; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
2023,20230049,FERC,486,75,private,agency default (FERC),Wahpeton Expansion Project
2023,20230073,USACE,2213,100,gov_federal,agency default (USACE),Harris Reservoir Expansion Project Final Environmental Impact Statement Prepared for Permit Application No. SWG-2016-01027
2023,20230106,USFS,713,60,private,agency default (USFS),Lutsen Mountains Ski Area Expansion Project
2023,20230107,NRC,2211,5400,private,agency default (NRC),Environmental Impact Statement for the Construction Permit for the Kairos Hermes Test Reactor
2023,20230118,FHWA,237310,2500,gov_state_local,agency default (FHWA),"Mid-States Corridor Tier 1, Contact: Michelle Herrell 317-226-5630. Pursuant to 23 U.S.C. 139(n)(2), FHWA has issued a single FEIS and ROD. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2023,20230119,BLM,212,147,private,agency default (BLM),Gibellini Vanadium Mine Project
2023,20230123,FERC,2211,1530,private,agency default (FERC),Virginia Reliability Project and Commonwealth Energy Connector Project
2023,20230124,FHWA,237310,2300,gov_state_local,agency default (FHWA),I-10 Calcasieu River Bridge Improvements
2023,20230147,BLM,212,1000,private,agency default (BLM),Goldrush Mine Project
2023,20230151,FHWA,237310,1260,gov_state_local,agency default (FHWA),"Walnut Ridge--Missouri State Line (Future I-57), Contact: Randal Looney 501-324-6430. Under 23 U.S.C. 139(n)(2), FHWA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2023,20230162,USAF,481,275,gov_federal,agency default (USAF),KC-46A Main Operating Base No. 6 Beddown
2023,20230178,BOEM,2211,1500,private,agency default (BOEM),Sunrise Wind Project
2023,20230071,FAA,481,0,gov_federal,title hint: military,"Adoption--Beddown of a Foreign Military Sales Pilot Training Center at Ebbing Air National Guard Base, Arkansas or Selfridge Air National Guard Base, Michigan, Contact: Dean McMath, 817-222-5617. The Federal Aviation Administration (FAA) has adopted the United States Air Force's Final"
2023,20230095,DOE,2211,0,private,agency default (DOE),ADOPTION--Final Environmental Impact Statement for the Civil Nuclear Credit Program Proposed Award of Credits to Pacific Gas and Electric Company for Diablo Canyon Power Plant
2023,20230111,DOE,9281,0,private,agency default (DOE),"ADOPTION--CP2 LNG and CP Express Project, Contact: Brian Lavoie 202-586-2459. The Department of Energy (DOE) has adopted the Federal Energy Regulatory Commission's Final"
2023,20230130,DOE,212,2260,private,agency default (DOE),ADOPTION--Thacker Pass Lithium Mine Project
2023,20230164,FAA,481,5,gov_state_local,agency default (FAA),"Adoption--Airspace Optimization for Readiness for Mountain Home Air Force Base, Contact: Lonnie Covalt 206- 231-3998. The Federal Aviation Administration (FAA) has adopted the United States Air Force's Final"
2023,20230048,GSA,999,300,gov_federal,agency default (GSA),U.S. Food and Drug Administration Muirkirk Road Campus Master Plan
2024,20240008,USACE,2213,750,gov_federal,agency default (USACE),North of Lake Okeechobee Storage Reservoir Section 203 Study
2024,20240026,FERC,2211,2250,private,agency default (FERC),Goldendale Energy Storage Project
2024,20240031,TVA,2211,2000,gov_federal,agency default (TVA),Kingston Fossil Plant Retirement
2024,20240033,BOEM,2211,8000,private,agency default (BOEM),New England Wind Project
2024,20240046,FAA,481,0,gov_state_local,agency default (FAA),"ADOPTION--Moody Air Force Base Comprehensive Airspace Initiative, Contact: Veronda Johnson 404-305- 5598. The Federal Aviation Administration (FAA) has adopted the United States Air Force's Final"
2024,20240047,USACE,488,625,mixed,USACE civil works (mixed with sponsor share),Proposed Corpus Christi Ship Channel Deepening Project
2024,20240049,FRA,482,8800,gov_state_local,agency default (FRA),"Washington Union Station Expansion Project, Contact: Amanda Murphy 202-493-0413. Under 23 U.S.C. 139(n)(2), FRA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2024,20240054,BIA,713210,275,tribal,agency default (BIA),Redding Rancheria Fee-to-Trust and Casino
2024,20240055,FTA,485,5000,gov_state_local,agency default (FTA),West Santa Ana Branch Transit Corridor Final EIS/EIR
2024,20240059,GSA,236,184,gov_federal,title hint: GSA LPOE,"Expansion and Modernization of the Raul Hector Castro Land Port of Entry and Proposed Commercial Land Port of Entry in Douglas, Arizona"
2024,20240064,NMFS,2211,0,gov_federal,agency default (NMFS),"ADOPTION--New England Wind Project, Contact: Karolyn Lock 301-427-8401. The National Marine Fisheries Service (NMFS) has adopted the Bureau of Ocean Energy Management's Final"
2024,20240065,USAF,481,133,gov_federal,agency default (USAF),KC-46A MOB 5 Beddown
2024,20240085,USAF,481,2200,gov_federal,agency default (USAF),B-21 Beddown MOB 2/MOB 3
2024,20240086,BLM,212,300,private,agency default (BLM),Bald Mountain Mine Plan of Operations Amendment Juniper Project
2024,20240091,BOEM,2211,11000,private,agency default (BOEM),Atlantic Shores Offshore Wind South
2024,20240094,FTA,485,2750,gov_state_local,agency default (FTA),"Operations and Maintenance Facility South Final Environmental Impact Statement, Review Period Ends: 07/08/ 2024, Contact: JUSTIN ZWEIFEL 206-257-2141."
2024,20240100,BLM,2211,1200,private,agency default (BLM),Lava Ridge Wind Project Final Environmental Impact Statement
2024,20240115,USCG,211,2100,private,override: Texas Gulflink Deepwater Port <e2><80><94> Sentinel Midstream private,Texas Gulflink Deepwater Port License Application
2024,20240126,USFS,212,40,private,agency default (USFS),Powder River Mining
2024,20240129,BLM,2211,2330,private,agency default (BLM),"Libra Solar, Review Period Ends: 08/ 26/2024, Contact: Melanie Hornsby 775-885-6024"
2024,20240137,BOEM,2211,6000,private,override: Maryland Offshore Wind <e2><80><94> US Wind private developer,Maryland Offshore Wind
2024,20240145,USFS,212,370,private,agency default (USFS),"Stillwater Mining Company, East Boulder Mine Amendment 004 Expansion EIS, Review Period Ends: 09/10/ 2024, Contact: Robert Grosvenor 406-848-7375."
2024,20240149,USACE,488,1079,mixed,USACE civil works (mixed with sponsor share),Tampa Harbor Navigation Improvement Study Final Integrated General Reevaluation Report and Environmental Impact Statement
2024,20240154,BLM,2211,0,private,agency default (BLM),Utility-Scale Solar Energy Development PEIS
2024,20240156,GSA,236,180,gov_federal,title hint: GSA LPOE,"Alcan Land Port of Entry Expansion and Modernization Final Environmental Impact Statement Alcan, Alaska"
2024,20240166,BLM,212,996,private,agency default (BLM),"Rhyolite Ridge Lithium-Boron Mine Project, Review Period Ends: 10/21/ [[Page 77146]] 2024, Contact: Scott Distel 775-861-6476."
2024,20240168,FTA,485,5100,gov_state_local,agency default (FTA),West Seattle Link Extension
2024,20240171,DOE,2211,1500,private,agency default (DOE),Adoption--Sunrise Wind Project
2024,20240178,BLM,212,400,private,agency default (BLM),Robertson Mine Project
2024,20240180,FTA,485,10000,gov_state_local,agency default (FTA),Port Authority Bus Terminal Replacement Project
2024,20240194,BLM,2211,600,private,agency default (BLM),Rough Hat Clark Solar Project
2024,20240204,GSA,236,240,gov_federal,agency default (GSA),"Kenneth G. Ward (Lynden) and Sumas Land Ports of Entry Modernization and Expansion Projects Lynden and Sumas, Washington"
2024,20240207,USCG,236,323,gov_federal,agency default (USCG),"Expansion and Modernization of Base Seattle, Washington"
2024,20240209,USAF,481,55,gov_federal,agency default (USAF),Air National Guard F-15EX Eagle II and F-35A Lightning II Beddowns
2024,20240211,BR,2213,0,gov_federal,agency default (BR),Long-Term Operation of the Central Valley Project and State Water Project
2024,20240212,BLM,2211,700,private,agency default (BLM),Jove Solar Energy Project
2024,20240213,BOEM,2211,9000,private,agency default (BOEM),SouthCoast Wind Project
2024,20240220,BIA,713210,40,tribal,agency default (BIA),Coquille Indian Tribe Fee to Trust Gaming Facility Project
2024,20240221,BIA,713210,600,tribal,agency default (BIA),Koi Nation Shiloh Resort and Casino
2024,20240229,DOE,212,0,private,agency default (DOE),"ADOPTION--Rhyolite Ridge Lithium- Boron Mine Project, Contact: David A. Oster 240-457-7973. The Department of Energy (DOE) has adopted the Bureau of Land Management's Final"
2024,20240237,DOE,2211,33.7,private,agency default (DOE),ADOPTION--Angoon Hydroelectric Project Construction and Operation Special-Use-Authorization Thayer Creek Admiralty Island National Monument Tongass National Forest AK
2024,20240241,FHWA,237310,3600,gov_state_local,agency default (FHWA),"Interstate 39/90/94 Corridor, Contact: Lisa Hemesath 608-829-7503. Under 23 U.S.C. 139(n)(2), FHWA has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2024,20240242,USAF,236,40,gov_federal,agency default (USAF),"Expansion of Childcare Services North of Eglin Test and Training Complex, Review Period Ends: 01/27/ 2025, Contact: Nick Post 210-925-3516."
2024,20240243,FERC,486,1100,private,agency default (FERC),Ridgeline Expansion Project
2024,20240017,BLM,9281,5000,gov_federal,override: Sentinel deployment on BLM land <e2><80><94> federal MILCON,"ADOPTION--Sentinel (GSBD) Deployment and Minuteman III Decommissioning and Disposal, Contact: Dan Brunkhorst 406-538-1981. The Bureau of Land Management (BLM) has adopted the United States Air Force's Final"
2024,20240022,USFS,9281,0,private,agency default (USFS),"ADOPTION--Sentinel (GSBD) Deployment and Minuteman III Decommissioning and Disposal, Contact: Vernon E. Koehler 719-252-4778. The Forest Service (USFS) has adopted the United States Air Force's Final"
2024,20240075,USAF,9281,80,gov_federal,agency default (USAF),"T-7A Recapitalization at Columbus Air Force Base, Mississippi"
2024,20240088,CHSRA,482,22600,gov_state_local,agency default (CHSRA),"California High-Speed Rail Authority Palmdale to Burbank Project Section: Final Environmental Impact Report/Environmental Impact Statement, Review Period Ends: 06/ 24/2024, Contact: Stefan Galvez-Abadia 800-630-1039. Dated: May 20, 2024. Cindy S. Barger, Director, NEPA Compliance Division, Office of Federal Activities. [FR Doc. 2024-11462 Filed 5-23-24; 8:45 am] BILLING CODE 6560-50-P </pre></body> </html>"
2024,20240103,BLM,2211,2500,private,agency default (BLM),Greenlink West Transmission Project
2024,20240106,USAF,9281,80,gov_federal,agency default (USAF),"T-7A Recapitalization at Laughlin Air Force Base, Texas"
2024,20240122,BOP,236,500,gov_federal,agency default (BOP),"Proposed Development of a New Federal Correctional Institution and Federal Prison Camp--Letcher County, KY"
2024,20240139,GSA,236,100,gov_federal,agency default (GSA),"The Buildings at 202, 214, and 220 South State Street, Chicago, Illinois"
2024,20240160,USFS,212,2580,private,agency default (USFS),Stibnite Gold Project
2024,20240167,BLM,2211,930,private,agency default (BLM),Cross-Tie 500 kV Transmission Project
2024,20240181,UDOT,237310,3700,gov_state_local,agency default (UDOT),"I-15 Farmington to Salt Lake City, Contact: Brandon Weston 801-965-4603. Under 23 U.S.C. 139(n)(2), UDOT has issued a single document that consists of a final environmental impact statement and record of decision. Therefore, the 30-day wait/review period under NEPA does not apply to this action."
2024,20240188,RUS,2211,50,mixed,agency default (RUS),McClellanville 115 kV Transmission Line Project
2024,20240235,USACE,237310,150,gov_state_local,title hint: highway (state DOT pays),Nebraska Highway 12 Niobrara East and West
2024,20240021,NSA,999,100,gov_federal,agency default (NSA),O'Brien Road Access Modernization
